full_id,station,detection_time,z,hpe_s,hpe_m,rmse,sensor_value,sensor_unit,n_basic,rx_detected,n_rx_detected,rx_used,n_rx_used,detection_longitude,detection_latitude,source_file,tag_id,units,uncalibrated_slope,uncalibrated_intercept,depth_uncalibrated,calibrated_slope,calibrated_intercept,depth_calibrated,water_elevation_navd88,fish_elevation_navd88_uncalibrated,fish_elevation_navd88_calibrated,bath_elevation_navd88,fish_height_uncalibrated,fish_height_calibrated
A180-1702-56301,NA,2021-05-22T10:10:24Z,-1,104.81134851421,NA,0,NA,NA,1,300821 302118 461400,3,300821 302118 461400,3,-86.3187078045624,43.4259164050871,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,176.4260711669922,NA,NA
A180-1702-56301,NA,2021-05-22T10:12:34Z,-1,131.342116389826,NA,0,NA,NA,1,300821 302118 461400,3,300821 302118 461400,3,-86.3186662255794,43.42598183533,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.46600341796875,NA,NA
A180-1702-56301,NA,2021-05-22T10:13:33Z,-1,466.753964750481,NA,0,NA,NA,1,300821 302118 461400,3,300821 302118 461400,3,-86.3186826928351,43.4259946462585,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.22738647460935,NA,NA
A180-1702-56301,NA,2021-05-22T10:13:48Z,-1,65.1087427678809,NA,0,NA,NA,1,300821 302118 461400,3,300821 302118 461400,3,-86.3186279243357,43.4259723311589,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.76600646972656,NA,NA
A180-1702-56301,NA,2021-05-22T10:14:05Z,-1,19.4508220076868,NA,0.313173648920884,NA,NA,2,300821 302118 461400 461397,4,300821 302118 461400 461397,4,-86.3185533382396,43.4259470194532,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.8029327392578,NA,NA
A180-1702-56301,NA,2021-05-22T10:14:25Z,-1,15.2342766095397,NA,0.0557435690642972,NA,NA,2,300821 302118 461400 461397,4,300821 302118 461400 461397,4,-86.3185550943329,43.4259322715388,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.88055419921875,NA,NA
H170-1802-56301,NA,2021-05-22T10:14:32Z,-1,420.158759442587,NA,1200.81142615086,NA,NA,1,461397 461396 461400 461397 461396,5,461400 461397 461396,3,-86.3185686157727,43.4259353711407,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.88665771484375,NA,NA
A180-1702-56301,NA,2021-05-22T10:14:49Z,-1,3.39607745078867,NA,0.462209439100579,NA,NA,9,300821 302118 461400 461397 461396,5,300821 302118 461400 461397 461396,5,-86.3184514679134,43.4259126171683,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.78768920898435,NA,NA
A180-1702-56301,NA,2021-05-22T10:15:07Z,-1,2.15871780040453,NA,0.0796442250600296,NA,NA,10,300821 302118 461400 461397 461396,5,300821 302118 461400 461397 461396,5,-86.3184270451066,43.4259067564046,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.87420654296875,NA,NA
A180-1702-56301,NA,2021-05-22T10:15:38Z,-1,0.946304138390599,NA,0.32282691458794,NA,NA,12,300821 302118 461400 461397 461396 461419,6,300821 302118 461400 461397 461396 461419,6,-86.3183669909378,43.4258442291543,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,176.24493408203125,NA,NA
A180-1702-56301,NA,2021-05-22T10:16:02Z,-1,0.505838638067212,NA,0.0625937697738114,NA,NA,13,300821 302118 461400 461397 461396 461419,6,300821 302118 461400 461397 461396 461419,6,-86.318298159132,43.425838672501,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.88870239257812,NA,NA
A180-1702-56301,NA,2021-05-22T10:16:28Z,-1,0.540526741222169,NA,0.0504149601728767,NA,NA,12,302118 300821 461400 461397 461396 461419 461403,7,302118 300821 461400 461397 461396 461419,6,-86.3182172237035,43.4258686464928,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.5221710205078,NA,NA
A180-1702-56301,NA,2021-05-22T10:17:19Z,-1,0.616448962239213,NA,0.187784134600408,NA,NA,12,461400 302118 461397 300821 461396 461419 461403,7,461400 302118 461397 300821 461396 461419,6,-86.3181143277856,43.4258554907337,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.26600646972656,NA,NA
A180-1702-56301,NA,2021-05-22T10:17:41Z,-1,0.749412407637037,NA,0.0663006589087275,NA,NA,11,461400 461397 302118 300821 461396 461419 461403,7,461400 461397 302118 300821 461396 461419,6,-86.3180528000706,43.4258407307707,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.1380157470703,NA,NA
A180-1702-56301,NA,2021-05-22T10:18:06Z,-1,0.757533518549001,NA,0.177278656511176,NA,NA,10,461400 461397 302118 461396 300821 461419 461403,7,461400 461397 302118 461396 300821 461419,6,-86.3179958849821,43.425809266036,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,174.95130920410156,NA,NA
A180-1702-56301,NA,2021-05-22T10:18:28Z,-1,0.943898485731717,NA,0.0547025958528313,NA,NA,5,461400 461397 461396 302118 300821,5,461400 461397 461396 302118 300821,5,-86.3179382816933,43.4258090998059,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,174.86500549316406,NA,NA
A180-1702-56301,NA,2021-05-22T10:18:42Z,-1,0.864929394445842,NA,0.050699231072769,NA,NA,8,461400 461397 461396 302118 300821 461419 461401,7,461400 461397 461396 302118 300821 461419,6,-86.3178992377593,43.425798374865,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.78355407714844,NA,NA
A180-1702-56301,NA,2021-05-22T10:18:59Z,-1,0.859705291673047,NA,0.0414185524325345,NA,NA,7,461400 461397 461396 302118 300821 461419 461398 461403 461399 461414,10,461400 461397 461396 302118 300821 461419,6,-86.3178713190253,43.4257737986098,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,177.0005645751953,NA,NA
A180-1702-56301,NA,2021-05-22T10:19:22Z,-1,0.868975399734752,NA,0.654769803683382,NA,NA,7,461396 461400 461397 302118 461419 300821 461398,7,461396 461400 461397 302118 461419 300821,6,-86.3178366136513,43.4257360910763,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,177.04283142089844,NA,NA
A180-1702-56301,NA,2021-05-22T10:19:39Z,-1,0.841580037982938,NA,0.173572764681536,NA,NA,10,461396 461397 461400 461398 302118 300821,6,461396 461397 461400 461398 302118 300821,6,-86.3178053331153,43.4257071531304,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.23941040039062,NA,NA
A180-1702-56301,NA,2021-05-22T10:20:06Z,-1,0.979072372707985,NA,0.228471727983325,NA,NA,7,461396 461397 461400 461419 461398 302118 300821,7,461396 461397 461400 461419 461398 302118,6,-86.3177447401107,43.4256487408653,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.62442016601562,NA,NA
A180-1702-56301,NA,2021-05-22T10:20:26Z,-1,1.15913192393848,NA,0.170522655899605,NA,NA,8,461396 461397 461419 461398 461400 302118 461401,7,461396 461397 461419 461398 461400 302118,6,-86.31772863008,43.4255971876281,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.7436981201172,NA,NA
H170-1802-56301,NA,2021-05-22T10:20:39Z,-1,10.4037099389641,NA,0.0581691497481671,NA,NA,1,461396 461419 461403 461401 461402,5,461396 461401 461402,3,-86.3176914397649,43.4255677462513,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,176.32688903808594,NA,NA
A180-1702-56301,NA,2021-05-22T10:20:42Z,-1,1.36810662877797,NA,0.36049027133607,NA,NA,6,461396 461419 461397 461398 461400 461399 302118 461401,8,461396 461419 461397 461398 461400 461399,6,-86.3176966196981,43.4255607417915,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,176.26600646972656,NA,NA
H170-1802-56301,NA,2021-05-22T10:20:52Z,-1,4.98460066387738,NA,1110.57202773051,NA,NA,1,461396 461403 461399 461401 461396 461398 461401,7,461396 461403 461399,3,-86.3176775518906,43.4255398614208,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.86599731445312,NA,NA
A180-1702-56301,NA,2021-05-22T10:21:00Z,-1,1.22957618842952,NA,0.515068701802381,NA,NA,7,461396 461419 461398 461397 461400 461399 300821 302118,8,461396 461419 461398 461397 461400 461399,6,-86.317656721793,43.4255296673325,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,176.18409729003906,NA,NA
A180-1702-56301,NA,2021-05-22T10:21:19Z,-1,1.0056815901313,NA,0.175133742449305,NA,NA,7,461396 461419 461398 461397 461399 461400 461401 300821 302118,9,461396 461419 461398 461397 461400,5,-86.317650730072,43.4254782294736,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.74241638183594,NA,NA
H170-1802-56301,NA,2021-05-22T10:21:39Z,-1,1.33951645659908,NA,0.00902139484525325,NA,NA,2,461419 461396 461403 461397,4,461419 461396 461403 461397,4,-86.3176537826982,43.4254256537044,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.72988891601562,NA,NA
A180-1702-56301,NA,2021-05-22T10:21:46Z,-1,0.658255319822346,NA,0.0334653408528232,NA,NA,9,461419 461398 461396 461403 461397 461399 461414 461401 461400 302118 461402,11,461419 461398 461396 461403 461397 461399,6,-86.3176646071713,43.4254095594093,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.56927490234375,NA,NA
H170-1802-56301,NA,2021-05-22T10:21:52Z,-1,0.68726830811215,NA,0.0773318909322309,NA,NA,4,461419 461398 461396 461403 461414 461400,6,461419 461398 461396 461403 461414 461400,6,-86.3176886081408,43.4253985582157,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.46499633789062,NA,NA
H170-1802-56301,NA,2021-05-22T10:21:54Z,-1,1.26279269176782,NA,1288.00884363271,NA,NA,2,461419 461398 461396 461398 461397 461400,6,461419 461398 461396 461398 461397 461400,6,-86.3176948888604,43.4253962397125,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.4341278076172,NA,NA
H170-1802-56301,NA,2021-05-22T10:22:10Z,-1,27.0276800779261,NA,1360.0088736808,NA,NA,1,461398 461401 461400 461396 461397 461400,6,461396 461397 461400,3,-86.3177382713552,43.4253680785511,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,174.90184020996094,NA,NA
H170-1802-56301,NA,2021-05-22T10:22:18Z,-1,1.02663082487223,NA,925.112546595078,NA,NA,2,461398 461419 461396 461398 461419 461396,6,461398 461419 461396 461398 461419 461396,6,-86.3177496512402,43.4253548952347,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,174.76400756835935,NA,NA
H170-1802-56301,NA,2021-05-22T10:22:25Z,-1,8.69945665462529,NA,1185.52939885799,NA,NA,1,461396 461400 461398 461419 461403,5,461398 461419 461403,3,-86.3177649363769,43.42534527382,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.253,NA,NA,175.15150451660156,NA,NA
A180-1702-56301,NA,2021-05-22T10:22:37Z,-1,1.07591815986539,NA,0.130608960359637,NA,NA,11,461398 461419 461403 461399 461396 461414 461401 461400 461402 461421,10,461398 461419 461403 461399 461396 461414,6,-86.3177607776007,43.4253148314412,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.399169921875,NA,NA
H170-1802-56301,NA,2021-05-22T10:22:53Z,-1,16.1704712559738,NA,0.0284638235137709,NA,NA,2,461419 461403 461402 461421,4,461419 461403 461402 461421,4,-86.3177856510165,43.4252825429865,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,177.43804931640625,NA,NA
A180-1702-56301,NA,2021-05-22T10:23:06Z,-1,1.16021070121739,NA,0.0675114108087505,NA,NA,9,461398 461419 461403 461399 461396 461414 461401 461402,8,461398 461419 461403 461399 461396 461414,6,-86.3177703344693,43.4252567292936,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,177.5877227783203,NA,NA
A180-1702-56301,NA,2021-05-22T10:23:30Z,-1,0.682438649145427,NA,0.0762345037764295,NA,NA,15,461398 461419 461403 461399 461401 461414 461396 461402 461415 461421 461417,11,461398 461419 461403 461399 461401 461414,6,-86.3177478935064,43.4252255911486,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.39511108398435,NA,NA
A180-1702-56301,NA,2021-05-22T10:23:53Z,-1,0.677967953460823,NA,0.740361434164739,NA,NA,15,461398 461419 461403 461399 461414 461401 461396 461402 461415 461421 461417,11,461398 461419 461403 461399 461414 461401,6,-86.3177276380732,43.4252060405889,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.71400451660156,NA,NA
H170-1802-56301,NA,2021-05-22T10:23:55Z,-1,2.66867515267647,NA,0.00858555201531927,NA,NA,2,461398 461419 461396 461415,4,461398 461419 461396 461415,4,-86.3177278984009,43.4251921513521,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.56399536132812,NA,NA
H170-1802-56301,NA,2021-05-22T10:24:02Z,-1,3.04058556282113,NA,0.129583732912024,NA,NA,1,461398 461403 461414 461415 461400 461423 461414 461415 461423,9,461398 461403 461414,3,-86.3177168304026,43.4251810813214,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.66400146484375,NA,NA
A180-1702-56301,NA,2021-05-22T10:24:29Z,-1,0.675432432525396,NA,0.282207626831839,NA,NA,15,461399 461398 461403 461419 461401 461414 461396 461402 461400 461421,10,461399 461398 461403 461419 461401 461414,6,-86.3176993925856,43.4251465120697,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.56399536132812,NA,NA
A180-1702-56301,NA,2021-05-22T10:24:51Z,-1,0.599356010515254,NA,0.0813610169448926,NA,NA,13,461399 461403 461398 461419 461401 461414 461396 461402 461421 461417,10,461399 461403 461398 461419 461401 461414,6,-86.3176530121879,43.4251325850096,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.44198608398435,NA,NA
A180-1702-56301,NA,2021-05-22T10:25:06Z,-1,0.734506705086195,NA,0.53745914172097,NA,NA,8,461399 461403 461398 461401 461419 461402 461396 461415 461421 461400,10,461399 461403 461398 461401 461419 461402,6,-86.317645681526,43.4251056386966,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.5738983154297,NA,NA
A180-1702-56301,NA,2021-05-22T10:25:31Z,-1,0.757897863668802,NA,0.51422501027522,NA,NA,11,461399 461401 461403 461414 461398 461419 461402 461415 461396 461421 461400 461417 461423,13,461399 461401 461403 461414 461398 461419,6,-86.3176258600275,43.4250690964981,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.975341796875,NA,NA
H170-1802-56301,NA,2021-05-22T10:25:38Z,-1,3.44591575201132,NA,924.94785785675,NA,NA,1,461399 461398 461419 461399,4,461399 461398 461419,3,-86.3176142997601,43.4250483770648,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.7921600341797,NA,NA
A180-1702-56301,NA,2021-05-22T10:25:47Z,-1,0.74730925010816,NA,0.127091155011799,NA,NA,11,461399 461401 461414 461403 461398 461419 461402 461421 461400,9,461399 461401 461414 461403 461398 461419,6,-86.3175906829939,43.4250439407841,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.8809051513672,NA,NA
H170-1802-56301,NA,2021-05-22T10:26:01Z,-1,17.9698460173491,NA,893.014531577513,NA,NA,2,461399 461419 461396 461400 461399,5,461399 461419 461396 461400,4,-86.3175905852822,43.425041107557,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.8809051513672,NA,NA
A180-1702-56301,NA,2021-05-22T10:26:06Z,-1,0.661538419140985,NA,0.239474145384392,NA,NA,13,461399 461401 461414 461403 461398 461419 461402 461415 461421 461417,10,461399 461401 461414 461403 461398 461419,6,-86.3175696350599,43.4250231718823,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.0086669921875,NA,NA
H170-1802-56301,NA,2021-05-22T10:26:11Z,-1,25.1804336991319,NA,924.551606178284,NA,NA,1,461401 461414 461402 461421,4,461414 461402 461421,3,-86.3175831212941,43.4250072770462,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.9451141357422,NA,NA
A180-1702-56301,NA,2021-05-22T10:26:31Z,-1,0.694562478818647,NA,0.154784957696992,NA,NA,8,461401 461399 461414 461403 461402 461398 461419 461415 461421 461417,10,461401 461399 461414 461403 461402 461398,6,-86.3175433741647,43.4249776448024,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.9203338623047,NA,NA
H170-1802-56301,NA,2021-05-22T10:26:32Z,-1,1.30203858396677,NA,0.0807368532770305,NA,NA,5,461399 461414 461403 461402 461421,5,461399 461414 461403 461402 461421,5,-86.3175452530475,43.424973231281,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.52879333496094,NA,NA
A180-1702-56301,NA,2021-05-22T10:26:46Z,-1,0.621054574923446,NA,0.0906719679856229,NA,NA,9,461401 461399 461414 461403 461402 461398 461419 461415 461421 461400,10,461401 461399 461414 461403 461402 461398,6,-86.317520945336,43.4249618081601,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,173.9735870361328,NA,NA
H170-1802-56301,NA,2021-05-22T10:27:11Z,-1,2.71604327152581,NA,0,NA,NA,1,461401 461414 461403,3,461401 461414 461403,3,-86.3174364604848,43.4249503210941,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.7038116455078,NA,NA
A180-1702-56301,NA,2021-05-22T10:27:14Z,-1,0.532383097096982,NA,0.316220356642373,NA,NA,14,461401 461414 461399 461402 461403 461415 461419 461398 461421 461417 461400,11,461401 461414 461399 461402 461403 461415,6,-86.3174408784118,43.4249422441295,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.06399536132812,NA,NA
A180-1702-56301,NA,2021-05-22T10:27:41Z,-1,0.652793703025777,NA,0.437728156977588,NA,NA,13,461401 461414 461399 461402 461403 461415 461398 461419,8,461401 461414 461399 461402 461403 461415,6,-86.3174190279511,43.4248944668258,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.16400146484375,NA,NA
A180-1702-56301,NA,2021-05-22T10:28:07Z,-1,0.58612291607559,NA,0.0271546097276761,NA,NA,14,461401 461414 461402 461399 461403 461415 461421 461419 461398 461417,10,461401 461414 461402 461399 461403 461415,6,-86.3173819406337,43.4248905944385,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.16400146484375,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:08Z,-1,1.57249936453192,NA,0,NA,NA,1,461414 461402 461399,3,461414 461402 461399,3,-86.317352745507307,43.4248942490581,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.25799560546875,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:10Z,-1,2.12505611014752,NA,0,NA,NA,1,461401 461414 461415,3,461401 461414 461415,3,-86.3173687379016,43.4248932890918,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.50299072265625,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:14Z,-1,1.64759206217346,NA,1325.53575682687,NA,NA,1,461401 461403 461421 461401 461414 461417,6,461401 461414 461417,3,-86.3173605040107,43.4248862333841,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.77536010742187,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:16Z,-1,47.511244756629,NA,0.604867935180664,NA,NA,1,461401 461402 461421 461417,4,461402 461421 461417,3,-86.31734646848,43.4248783992584,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.87664794921875,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:18Z,-1,0.874311057427211,NA,0.0375717978021569,NA,NA,10,461401 461402 461415 461403 461421 461417 461401,7,461401 461402 461415 461403 461421 461417,6,-86.3173531327653,43.4248778854303,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.87664794921875,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:25Z,-1,1.61243910797407,NA,1038.03298248116,NA,NA,2,461415 461403 461421 461402 461401 461403 461421 461419 461423,9,461415 461403 461421 461402 461401 461403,6,-86.3173417509341,43.4248634360538,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.56399536132812,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:29Z,-1,22.6917215746028,NA,1343.15467848073,NA,NA,1,461401 461421 461419 461401 461414 461403 461421 461419,8,461401 461414 461403,3,-86.3173442021394,43.424862190697,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.56399536132812,NA,NA
A180-1702-56301,NA,2021-05-22T10:28:33Z,-1,0.601935559407783,NA,0.0104047244663378,NA,NA,13,461402 461401 461414 461399 461415 461403 461421 461398 461417 300792 461423 461418 461413,13,461402 461401 461414 461399 461415 461403,6,-86.3173280657448,43.4248486954449,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.66400146484375,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:36Z,-1,1.59227589047497,NA,0.0174494060967105,NA,NA,3,461414 461399 461415 461421 461423 461397 461400 461402 461414,9,461414 461399 461415 461421,4,-86.3173180073082,43.4248419722003,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.86575317382812,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:39Z,-1,1.56307658847017,NA,1273.53042109896,NA,NA,1,461421 461403 461400 461402 461401 461414 461415 461421 461403 461419 461398 461417 461423 461397,14,461402 461401 461414,3,-86.3173043850101,43.4248419756384,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,174.96400451660156,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:41Z,-1,1.00255207910024,NA,0.0323911624308756,NA,NA,8,461402 461401 461415 461421 461417 461423 461415 461413,8,461402 461401 461415 461421 461417 461423,6,-86.3172962270832,43.424843096164,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.24620056152344,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:45Z,-1,4.82207979282789,NA,0.26496191592989,NA,NA,3,461402 461421 461423 461397 461413,5,461402 461421 461423 461397 461413,5,-86.317282754556,43.4248493611153,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.2994384765625,NA,NA
A180-1702-56301,NA,2021-05-22T10:28:48Z,-1,0.563991730283359,NA,0.142959823862945,NA,NA,12,461402 461401 461414 461399 461415 461421 461403 461419 461398 461417 300792 461423 461413,13,461402 461401 461414 461399 461415 461421,6,-86.3172773088694,43.424840150163,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.29931640625,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:50Z,-1,1.58431413798737,NA,0.0588819078179936,NA,NA,5,461414 461399 461421 461403 461419 461417 461423 461413,8,461414 461399 461421 461403 461419 461417,6,-86.3172719285034,43.4248352289511,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.29931640625,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:52Z,-1,4.47199823818454,NA,805.243427738237,NA,NA,3,461414 461415 461419 461423 461413 461414 461403,7,461414 461415 461419 461423 461413,5,-86.3172526100975,43.4248437732144,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.39022827148435,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:56Z,-1,2.85902453307927,NA,0.0271119246853451,NA,NA,2,461415 461421 461403 461417,4,461415 461421 461403 461417,4,-86.3172505175851,43.4248289596648,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.36390686035156,NA,NA
H170-1802-56301,NA,2021-05-22T10:28:58Z,-1,2.79946314512976,NA,0.0932272131358782,NA,NA,5,461415 461421 461403 461417 461413,5,461415 461421 461403 461417 461413,5,-86.3172422688782,43.4248271210288,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.36390686035156,NA,NA
H170-1802-56301,NA,2021-05-22T10:29:01Z,-1,0.668543574519497,NA,0.052487296511528,NA,NA,11,461402 461401 461415 461421 461403 461419 461417 461413 461400,9,461402 461401 461415 461421 461403 461419,6,-86.3172382392333,43.4248232698626,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.26400756835935,NA,NA
H170-1802-56301,NA,2021-05-22T10:29:03Z,-1,6.50097983852475,NA,0.693292135649727,NA,NA,3,461402 461421 461403 461417 461396 461413,6,461402 461421 461417 461413,4,-86.3172416659078,43.4248263022842,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.36390686035156,NA,NA
A180-1702-56301,NA,2021-05-22T10:29:06Z,-1,0.764166244646869,NA,0.144297875810277,NA,NA,10,461402 461401 461414 461415 461421 461399 461403 461417 461419 461398 300792 461423 461422 461418 461413,15,461402 461401 461414 461415 461421 461399,6,-86.3172329022465,43.4248115544874,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.318359375,NA,NA
H170-1802-56301,NA,2021-05-22T10:29:09Z,-1,1.80810765548345,NA,0.0644570702580088,NA,NA,6,461415 461421 461403 461419 461423 461413 461400 461414 461415,9,461415 461421 461403 461419 461423 461413,6,-86.3172241469151,43.4248060081149,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.2819061279297,NA,NA
H170-1802-56301,NA,2021-05-22T10:29:14Z,-1,2.00885097706516,NA,0.0889676213602362,NA,NA,3,461414 461415 461421 461419 461396 461413 461400 461402 461415 461421 461403 461417 461398 461413,14,461414 461415 461421 461419 461413,5,-86.3172053550131,43.424803226845,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.26400756835935,NA,NA
H170-1802-56301,NA,2021-05-22T10:29:20Z,-1,1.42251200702371,NA,1054.3110967755,NA,NA,1,461402 461400 461402 461414 461415 461397,6,461402 461414 461415,3,-86.317183800218,43.424809347172,all_HR2.csv,56301,NA,NA,NA,NA,NA,NA,NA,177.254,NA,NA,175.4761505126953,NA,NA
